Ticker,Company Name,Theme,Sub Theme,Assignment,Market Cap,1W Price Change %,1M Price Change %,3M Price Change %,Sub Market Cap
COIN,"Coinbase Global, Inc.",FinTech & Digital Finance,"FinTech - Crypto, Blockchain & Tokenization",Primary,47353.4505,0.1922,0.1339,-0.0298,28412.0703
COIN,"Coinbase Global, Inc.",FinTech & Digital Finance,FinTech - Exchanges & Market Infrastructure,Secondary,47353.4505,0.1922,0.1339,-0.0298,18941.3802
COKE,"Coca-Cola Consolidated, Inc.",Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Primary,12820.2834,0.0343,0.0428,0.0988,12820.2834
COLB,"Columbia Banking System, Inc.",Financials - Traditional,"Fin Trad - Banks, Lending & Mortgage Finance",Primary,8668.1252,-0.0526,-0.0164,0.0436,8668.1252
COLD,Americold Realty Trust,Transportation & Logistics,"Transportation - Logistics, Warehousing & Supply Chain Solutions",Primary,4334.2561,0.0421,0.0552,0.035,2600.5537
COLD,Americold Realty Trust,Real Estate & REITs,"Real Estate - E-Commerce, Warehousing & Logistics",Secondary,4334.2561,0.0421,0.0552,0.035,1733.7024
COLM,Columbia Sportswear Co,Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Primary,3075.6872,0.0576,-0.0311,-0.0475,3075.6872
COO,"The Cooper Companies, Inc.",Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Primary,14783.3223,0.0093,0.0781,0.2118,14783.3223
COP,Conocophillips,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary,160198.3611,0.0454,0.1162,0.1144,96119.0167
COP,Conocophillips,Commodities - Energy,Comm Energy - Crude Oil,Secondary,160198.3611,0.0454,0.1162,0.1144,64079.3444
COR,"Cencora, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary,61784.1091,0.036,0.0468,0.18,61784.1091
CORZ,"Core Scientific, Inc./Tx",Crypto & Blockchain,Blockchain - Cryptocurrency Mining & Staking,Primary,5549.5496,-0.1421,-0.2409,-0.3163,5549.5496
COST,Costco Wholesale Corp /New,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary,430795.3254,0.0188,0.0389,-0.0538,258477.1952
COST,Costco Wholesale Corp /New,Consumer Goods & Retail,"Consumer - Health, Food & Beverages",Secondary,430795.3254,0.0188,0.0389,-0.0538,172318.1302
COTY,Coty Inc.,Consumer Goods & Retail,Consumer - Household & Personal Care,Primary,2456.5012,0.0449,0.0528,0.3744,2456.5012
COUR,"Coursera, Inc.",Software,Software - Vertical SaaS Platforms,Primary,1723.8789,0.0866,0.121,0.1316,1034.3273
COUR,"Coursera, Inc.",Education Technology,Education - Digital Curriculum,Secondary,1723.8789,0.0866,0.121,0.1316,689.5516
CP,Canadian Pacific Kansas City Ltd/Cn,Transportation & Logistics,Transportation - Freight Rail & Infrastructure,Primary,83231.2197,0.0081,0.0251,0.1,83231.2197
CPAY,"Corpay, Inc.",FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary,27177.8222,0.0155,0.117,0.1898,27177.8222
CPNG,"Coupang, Inc.",E-commerce,E-commerce - Grocery & Local Commerce Platforms,Primary,29551.0938,0.0458,0.0606,0.0199,17730.6563
CPNG,"Coupang, Inc.",Software,Software - Vertical SaaS Platforms,Secondary,29551.0938,0.0458,0.0606,0.0199,11820.4375
CPRI,Capri Holdings Ltd,Consumer Goods & Retail,Consumer - Modern Luxury & Lifestyle,Primary,1570.4108,-0.0675,-0.114,-0.2597,1570.4108
CPRT,Copart Inc,Consumer Goods & Retail,Consumer - Resale & Sharing Platforms,Primary,30792.4869,0.0492,0.1904,-0.0157,30792.4869
CPT,Camden Property Trust,Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary,10973.8701,0.0082,-0.0403,0.0249,10973.8701
CQP,"Cheniere Energy Partners, L.P.",Commodities - Energy,Comm Energy - Natural Gas & LNG,Primary,32940.1283,0.0062,0.0497,0.087,32940.1283
CR,Crane Co,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary,11925.9474,-0.0561,-0.0876,0.1495,7155.5684
CR,Crane Co,Defense & Aerospace,Defense - Next-Generation Aircraft & Maintenance,Secondary,11925.9474,-0.0561,-0.0876,0.1495,4770.379
CRBG,"Corebridge Financial, Inc.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary,14246.7645,-0.0368,0.0214,0.162,14246.7645
CRH,CRH Plc,Industrials & Construction,Industrials - Construction Materials & Aggregates,Primary,63727.5996,-0.0027,-0.037,-0.0418,63727.5996
CRL,"Charles River Laboratories International, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary,14381.9192,0.0417,0.3178,0.8626,8629.1515
CRL,"Charles River Laboratories International, Inc.",Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Secondary,14381.9192,0.0417,0.3178,0.8626,5752.7677
CRM,"Salesforce, Inc.",Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary,171220.138,0.0947,0.2774,0.164,102732.0828
CRM,"Salesforce, Inc.",Cloud Computing,Cloud - Hyperscalers & Platforms,Secondary,171220.138,0.0947,0.2774,0.164,68488.0552
CRNC,Cerence Inc.,Artificial Intelligence,"AI - Apps, Domain-Specific AI",Primary,342.3931,-0.1115,-0.1036,-0.3106,342.3931
CRON,Cronos Group Inc.,Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary,1256.2879,0.0825,0.2135,0.2445,1256.2879
CROX,"Crocs, Inc.",Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Primary,6033.408,-0.0318,-0.0659,0.1394,6033.408
CRS,Carpenter Technology Corp,Defense & Aerospace,Defense - Secure Defense Supply Chains,Primary,23644.3935,-0.1204,-0.2097,0.099,14186.6361
CRS,Carpenter Technology Corp,Industrial Automation & Robotics,"Automation - Additive Manufacturing, 3D Printing",Secondary,23644.3935,-0.1204,-0.2097,0.099,9457.7574
CRSP,Crispr Therapeutics Ag,Healthcare & Biotech,Healthcare - Genomics & Personalized Medicine,Primary,5518.7333,0.0515,0.2264,0.1333,3311.24
CRSP,Crispr Therapeutics Ag,Healthcare & Biotech,Healthcare - Next-Gen Biotech Platforms,Secondary,5518.7333,0.0515,0.2264,0.1333,2207.4933
CRSR,"Corsair Gaming, Inc.",Hardware,"Hardware - Consumer Electronics, PCs & Peripherals",Primary,1180.2106,-0.1087,0.1076,0.4169,1180.2106
CRTO,Criteo S.A.,E-commerce,E-commerce - Retail Media & Advertising,Primary,837.3683,-0.041,-0.1639,-0.0116,502.421
CRTO,Criteo S.A.,Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Secondary,837.3683,-0.041,-0.1639,-0.0116,334.9473
CRUS,"Cirrus Logic, Inc.",Semiconductors,"Semis - Analog, Mixed-Signal & Power Management",Primary,5595.1242,-0.0687,-0.1644,-0.3478,5595.1242
CRWD,"Crowdstrike Holdings, Inc.",Cybersecurity,Cybersecurity - Application Security,Primary,194161.6722,-0.1086,0.0404,0.1496,116497.0033
CRWD,"Crowdstrike Holdings, Inc.",Cybersecurity,Cybersecurity - Cloud Security,Secondary,194161.6722,-0.1086,0.0404,0.1496,77664.6689
CSAN,Cosan S.A.,Commodities - Agriculture,Comm Agri - Softs & Plantation Crops,Primary,2642.7256,0.0635,-0.1067,-0.2024,2642.7256
CSCO,"Cisco Systems, Inc.",Hardware,Hardware - Communications & Telecom,Primary,434464.3584,-0.0236,-0.0345,-0.0811,260678.615
CSCO,"Cisco Systems, Inc.",Hardware,Hardware - Networking Equipment,Secondary,434464.3584,-0.0236,-0.0345,-0.0811,173785.7434
CSGP,"Costar Group, Inc.",Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Primary,13306.6895,0.0475,0.1873,-0.0327,13306.6895
CSIQ,Canadian Solar Inc.,Energy - Renewable,Energy Clean - Solar,Primary,972.2815,-0.0318,0.0727,-0.2415,972.2815
CSL,Carlisle Companies Inc,Industrials & Construction,Industrials - Building Products & HVAC,Primary,14397.1666,0.0086,0.0826,0.0899,14397.1666
CSX,Csx Corp,Transportation & Logistics,Transportation - Freight Rail & Infrastructure,Primary,95291.3019,0.017,-0.0336,0.1335,57174.7811
CSX,Csx Corp,Transportation & Logistics,Transportation - Infrastructure & Equipment,Secondary,95291.3019,0.017,-0.0336,0.1335,38116.5208
CTAS,Cintas Corp,Business Services & Consulting,"Business Services - Outsourcing, Facilities & Testing",Primary,82995.1672,0.0484,0.0099,0.2024,82995.1672
CTGO,"Contango Ore, Inc.",Commodities - Metals,Comm Metals - Rare Earth & Strategic Materials,Primary,674.8332,0.0202,0.2772,-0.0204,674.8332
CTRE,"Caretrust REIT, Inc.",Real Estate & REITs,Real Estate - Healthcare & Senior Living,Primary,9369.0255,0.0099,-0.0832,-0.0268,9369.0255
CTSH,Cognizant Technology Solutions Corp,Business Services & Consulting,Consulting,Primary,28017.6312,0.1052,0.3766,0.1861,28017.6312
CTVA,"Corteva, Inc.",Agriculture & FoodTech,Agriculture - Agricultural Inputs & Crop Science,Primary,55250.5016,0.0895,-0.0722,0.0432,33150.301
CTVA,"Corteva, Inc.",Commodities - Agriculture,"Comm Agri - Fertilizers, Crop Inputs & Seeds",Secondary,55250.5016,0.0895,-0.0722,0.0432,22100.2006
CUBE,Cubesmart,Real Estate & REITs,Real Estate - Retail & Consumer Real Estate,Primary,9260.2634,-0.0056,-0.028,0.0348,9260.2634
CUZ,Cousins Properties Inc,Real Estate & REITs,Real Estate - Office & Commercial Workspaces,Primary,4940.458,0.0284,-0.0666,0.1442,4940.458
CVLT,"Commvault Systems, Inc.",Cybersecurity,Cybersecurity - Cloud Security,Primary,5434.626,-0.0914,-0.0786,0.2227,3260.7756
CVLT,"Commvault Systems, Inc.",Cloud Computing,"Cloud - DevOps, Observability",Secondary,5434.626,-0.0914,-0.0786,0.2227,2173.8504
CVNA,Carvana Co.,Consumer Goods & Retail,Consumer - Resale & Sharing Platforms,Primary,107632.2714,0.032,0.1963,0.0593,107632.2714
CVS,Cvs Health Corp,Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary,120363.9009,0.0011,-0.1265,0.0154,72218.3405
CVS,Cvs Health Corp,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Secondary,120363.9009,0.0011,-0.1265,0.0154,48145.5604
CVSA,Covista Inc.,Education Technology,Education - Digital Curriculum,Primary,4518.9934,0.0033,0.1461,0.0608,2711.396
CVSA,Covista Inc.,Education Technology,Education - Workforce Training,Secondary,4518.9934,0.0033,0.1461,0.0608,1807.5974
CVX,Chevron Corp,Energy - Traditional,Energy Base - Integrated Energy Majors,Primary,398382.0063,0.0107,0.0517,0.0702,239029.2038
CVX,Chevron Corp,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Secondary,398382.0063,0.0107,0.0517,0.0702,159352.8025
CW,Curtiss Wright Corp,Defense & Aerospace,Defense - Secure Defense Supply Chains,Primary,22713.5734,-0.1165,-0.1802,-0.1587,22713.5734
CWCO,Consolidated Water Co. Ltd.,Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Primary,479.2651,-0.004,0.0208,0.0225,479.2651
CWEN,"Clearway Energy, Inc.",Energy - Renewable,Energy Clean - Utilities & Clean Power Operators,Primary,7961.4095,-0.0548,0.0059,-0.1621,4776.8457
CWEN,"Clearway Energy, Inc.",Energy - Renewable,Energy Clean - Wind,Secondary,7961.4095,-0.0548,0.0059,-0.1621,3184.5638
CWST,Casella Waste Systems Inc,Environmental Sustainability,Environmental - Waste Management & Recycling,Primary,6031.8039,0.0612,0.0603,0.0843,6031.8039
CWT,California Water Service Group,Environmental Sustainability,Environmental - Water Infrastructure & Treatment,Primary,3144.5181,0.024,0.0093,0.1647,3144.5181
CXDO,"Crexendo, Inc.",Telecommunications,Telecom - Enterprise & Unified Communications,Primary,208.5013,-0.0427,-0.0529,-0.3476,208.5013
CXT,"Crane NXT, Co.",Hardware,Hardware - Industrial & IoT,Primary,2866.5528,-0.0105,-0.0579,0.2168,2866.5528
CYTK,"Cytokinetics, Inc.",Healthcare & Biotech,Healthcare - Metabolic & Cardiometabolic,Primary,10717.3151,0.0161,-0.0452,0.0019,10717.3151
CZR,"Caesars Entertainment, Inc.",Digital Entertainment & Media,"Entertainment - Sports Betting, Wagering & Prediction Markets",Primary,6042.346,0.0,-0.0094,0.0418,3625.4076
CZR,"Caesars Entertainment, Inc.",Digital Entertainment & Media,Entertainment - iGaming & Online Gambling,Secondary,6042.346,0.0,-0.0094,0.0418,2416.9384
D,"Dominion Energy, Inc",Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary,58585.2232,-0.0314,-0.0632,-0.0058,35151.1339
D,"Dominion Energy, Inc",Energy - Renewable,Energy Clean - Wind,Secondary,58585.2232,-0.0314,-0.0632,-0.0058,23434.0893
DAC,Danaos Corp,Transportation & Logistics,Transportation - Marine Shipping & Ports,Primary,2739.6368,0.0288,0.0733,0.1664,2739.6368
DAL,"Delta Air Lines, Inc.",Transportation & Logistics,Transportation - Air Travel & Passenger Transportation,Primary,54240.7497,-0.0583,-0.0303,0.0859,54240.7497
DAN,Dana Inc,Electric Vehicles & Mobility,EVs - Key Suppliers & Autonomy Tech,Primary,3243.4368,-0.0383,0.1187,-0.1135,3243.4368
DAR,Darling Ingredients Inc.,Commodities - Energy,Comm Energy - Biofuels & Renewable Fuels,Primary,9834.2779,-0.0791,-0.0029,0.0635,5900.5667
DAR,Darling Ingredients Inc.,Energy - Renewable,Energy Clean - Fuels & Bioenergy,Secondary,9834.2779,-0.0791,-0.0029,0.0635,3933.7112
DASH,"Doordash, Inc.",E-commerce,E-commerce - Grocery & Local Commerce Platforms,Primary,99805.7329,0.0768,0.3247,0.4294,59883.4397
DASH,"Doordash, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Secondary,99805.7329,0.0768,0.3247,0.4294,39922.2932
DAVE,Dave Inc./De,FinTech & Digital Finance,FinTech - Digital Banking & Neobanks,Primary,4525.5265,0.0391,-0.1192,0.553,4525.5265
DBRG,"Digitalbridge Group, Inc.",Cloud Computing,Cloud - Data Centers & Infrastructure,Primary,2954.3913,0.0044,0.005,0.0178,2954.3913
DBX,"Dropbox, Inc.",Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary,7584.3988,0.0449,0.1949,0.2716,7584.3988
DCBO,Docebo Inc.,Education Technology,Education - Workforce Training,Primary,609.9592,0.0869,0.2654,0.4086,609.9592
DCI,Donaldson Co Inc,Environmental Sustainability,Environmental - Clean Technologies & Pollution Control,Primary,10713.6589,-0.0238,-0.0005,0.1126,10713.6589
DD,"Dupont De Nemours, Inc.",Nanotechnology,NanoTech - Consumer & Industrial Products,Primary,18456.3241,-0.0447,-0.0075,-0.0533,11073.7945
DD,"Dupont De Nemours, Inc.",Nanotechnology,NanoTech - Energy & Environment,Secondary,18456.3241,-0.0447,-0.0075,-0.0533,7382.5296
DDD,3D Systems Corp,Hardware,Hardware - Next-Gen & Specialty,Primary,518.3787,-0.1429,0.214,-0.0095,311.0272
DDD,3D Systems Corp,Hardware,Hardware - Printing & Imaging,Secondary,518.3787,-0.1429,0.214,-0.0095,207.3515
DDI,"Doubledown Interactive Co., Ltd.",Digital Entertainment & Media,Entertainment - Game Publishers & Developers,Primary,633.7885,0.0269,0.12,0.0685,633.7885
DDOG,"Datadog, Inc.",Cloud Computing,"Cloud - DevOps, Observability",Primary,81068.3679,-0.0871,-0.0854,0.0155,48641.0207
DDOG,"Datadog, Inc.",Cloud Computing,Cloud - Multi-Cloud Management,Secondary,81068.3679,-0.0871,-0.0854,0.0155,32427.3472
DE,Deere & Co,Agriculture & FoodTech,Agriculture - Precision Agriculture & Farm Automation,Primary,175092.2199,0.0812,0.0326,0.229,105055.3319
DE,Deere & Co,Transportation & Logistics,Transportation - Infrastructure & Equipment,Secondary,175092.2199,0.0812,0.0326,0.229,70036.888
DECK,Deckers Outdoor Corp,Consumer Goods & Retail,Consumer - Apparel & E-Commerce Retail,Primary,12539.6255,0.0219,-0.0412,-0.1368,12539.6255
DELL,Dell Technologies Inc.,Hardware,"Hardware - Consumer Electronics, PCs & Peripherals",Primary,279902.421,-0.0972,-0.0099,0.4699,167941.4526
DELL,Dell Technologies Inc.,Hardware,Hardware - Data Center Infrastructure & Servers,Secondary,279902.421,-0.0972,-0.0099,0.4699,111960.9684
DFTX,"Definium Therapeutics, Inc.  -",Healthcare & Biotech,"Healthcare - Regenerative Medicine, Psychedelics, Cannabis",Primary,5814.058,-0.044,0.0023,0.9231,5814.058
DG,Dollar General Corp,E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary,27646.124,0.0437,0.0691,0.1923,27646.124
DGII,Digi International Inc,Industrial Automation & Robotics,"Automation - Industrial IoT, Connectivity",Primary,2805.1254,-0.113,0.1041,0.1173,1683.0752
DGII,Digi International Inc,Smart Home & IoT,"Smart Home & IoT - Devices, Sensors & Connectivity",Secondary,2805.1254,-0.113,0.1041,0.1173,1122.0502
DGX,Quest Diagnostics Inc,Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary,26916.7514,0.0355,0.0703,0.2543,26916.7514
DHI,"D.R. Horton, Inc.",Real Estate & REITs,"Real Estate - Housing, Urban Living & Demographics",Primary,41667.1007,0.0042,0.0181,0.0395,41667.1007
DHR,Danaher Corp /De/,Healthcare & Biotech,"Healthcare - Diagnostics, Biomarkers & Liquid Biopsy",Primary,151219.3229,0.0616,0.1233,0.2532,90731.5937
DHR,Danaher Corp /De/,Nanotechnology,NanoTech - Research Tools & Advanced Instruments,Secondary,151219.3229,0.0616,0.1233,0.2532,60487.7292
DINO,Hf Sinclair Corp,Energy - Traditional,Energy Base - Refining & Midstream Infrastructure,Primary,16921.4679,0.002,0.0846,0.3699,16921.4679
DIS,Walt Disney Co,Digital Entertainment & Media,Entertainment - Video Streaming,Primary,190988.8287,0.0687,0.1662,0.0821,190988.8287
DKNG,Draftkings Inc.,Digital Entertainment & Media,"Entertainment - Sports Betting, Wagering & Prediction Markets",Primary,12892.9116,0.0265,0.1286,0.0338,7735.747
DKNG,Draftkings Inc.,Digital Entertainment & Media,Entertainment - iGaming & Online Gambling,Secondary,12892.9116,0.0265,0.1286,0.0338,5157.1646
DKS,"Dick's Sporting Goods, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary,16050.4904,-0.0862,-0.1296,-0.2201,16050.4904
DLB,"Dolby Laboratories, Inc.",Hardware,Hardware - Next-Gen & Specialty,Primary,6186.8242,0.0766,0.3324,0.2143,3712.0945
DLB,"Dolby Laboratories, Inc.",Digital Entertainment & Media,Entertainment - Video Streaming,Secondary,6186.8242,0.0766,0.3324,0.2143,2474.7297
DLO,Dlocal Ltd,FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary,4449.3491,0.087,0.0435,0.2748,4449.3491
DLR,"Digital Realty Trust, Inc.",Cloud Computing,Cloud - Data Centers & Infrastructure,Primary,71027.0075,-0.0473,-0.0529,-0.0116,42616.2045
DLR,"Digital Realty Trust, Inc.",Big Data & Analytics,"Big Data - Analytics, AI Platforms & BI",Secondary,71027.0075,-0.0473,-0.0529,-0.0116,28410.803
DLTR,"Dollar Tree, Inc.",E-commerce,"E-commerce - Omnichannel Retailers, Online & Physical Stores",Primary,26279.8746,0.0557,0.1353,0.4398,26279.8746
DNA,"Ginkgo Bioworks Holdings, Inc.",Agriculture & FoodTech,Agriculture - Alternative Proteins,Primary,456.5671,-0.0202,-0.0788,-0.1938,456.5671
DNN,Denison Mines Corp.,Commodities - Energy,Comm Energy - Uranium & Nuclear Fuels,Primary,3204.1953,0.1097,0.2165,0.096,3204.1953
DOC,"Healthpeak Properties, Inc.",Real Estate & REITs,Real Estate - Healthcare & Senior Living,Primary,15334.529,0.051,-0.0239,0.1122,15334.529
DOCN,"Digitalocean Holdings, Inc.",Cloud Computing,Cloud - Hyperscalers & Platforms,Primary,13114.8237,-0.1755,-0.0971,-0.2961,13114.8237
DOCS,"Doximity, Inc.",Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Primary,4509.6233,0.0318,0.239,0.2688,2705.774
DOCS,"Doximity, Inc.",Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Secondary,4509.6233,0.0318,0.239,0.2688,1803.8493
DOCU,"Docusign, Inc.",Cloud Computing,Cloud - Horizontal SaaS & Cloud Applications,Primary,11945.4945,0.0458,0.2403,0.2631,7167.2967
DOCU,"Docusign, Inc.",Software,"Software - Collaboration, CRM & Communications",Secondary,11945.4945,0.0458,0.2403,0.2631,4778.1978
DOLE,Dole Plc,Commodities - Agriculture,Comm Agri - Softs & Plantation Crops,Primary,1271.4156,0.041,-0.0481,-0.0617,1271.4156
DOMO,"Domo, Inc.",Big Data & Analytics,"Big Data - Analytics, AI Platforms & BI",Primary,176.856,-0.0131,0.0217,0.0358,106.1136
DOMO,"Domo, Inc.",Software,"Software - Data, Analytics & DevOps",Secondary,176.856,-0.0131,0.0217,0.0358,70.7424
DOV,Dover Corp,Industrials & Construction,"Industrials - Machinery, Flow Control & Components",Primary,27423.5863,-0.0138,0.007,-0.0275,27423.5863
DOW,Dow Inc.,Industrials & Construction,Industrials - Chemicals & Advanced Materials,Primary,22710.3928,0.0032,0.0536,-0.118,22710.3928
DPZ,"Domino's Pizza, Inc.",Consumer Goods & Retail,Consumer - Restaurants & Dining,Primary,11545.857,0.0405,0.0482,0.1095,11545.857
DQ,Daqo New Energy Corp.,Energy - Renewable,Energy Clean - Solar,Primary,976.4223,0.0133,0.2365,-0.1884,976.4223
DRI,"Darden Restaurants, Inc.",Consumer Goods & Retail,Consumer - Restaurants & Dining,Primary,25610.4796,0.0003,0.149,0.1173,25610.4796
DSP,Viant Technology Inc.,Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Primary,815.7634,-0.0293,0.1439,0.0938,815.7634
DT,"Dynatrace, Inc.",Cloud Computing,"Cloud - DevOps, Observability",Primary,14235.7258,0.0302,0.1785,0.1902,8541.4355
DT,"Dynatrace, Inc.",Software,"Software - Data, Analytics & DevOps",Secondary,14235.7258,0.0302,0.1785,0.1902,5694.2903
DTE,Dte Energy Co,Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Primary,28229.2285,-0.0389,-0.0923,-0.0589,28229.2285
DTM,"DT Midstream, Inc.",Energy - Traditional,Energy Base - Refining & Midstream Infrastructure,Primary,12827.4033,-0.0686,-0.1369,-0.1628,7696.442
DTM,"DT Midstream, Inc.",Commodities - Energy,Comm Energy - Natural Gas & LNG,Secondary,12827.4033,-0.0686,-0.1369,-0.1628,5130.9613
DUK,Duke Energy Corp,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary,95100.2808,-0.013,-0.0573,-0.0209,57060.1685
DUK,Duke Energy Corp,Energy - Traditional,Energy Base - Coal & Thermal Power Generation,Secondary,95100.2808,-0.013,-0.0573,-0.0209,38040.1123
DUOL,"Duolingo, Inc.",Education Technology,Education - Digital Curriculum,Primary,6841.7331,0.1281,0.2012,0.3774,4105.0399
DUOL,"Duolingo, Inc.",Education Technology,"Education - Platforms, Infrastructure & Online Learning",Secondary,6841.7331,0.1281,0.2012,0.3774,2736.6932
DV,"Doubleverify Holdings, Inc.",Artificial Intelligence,"AI - Ads, Search & Recommendations",Primary,2061.3349,0.0,0.2595,0.353,1236.8009
DV,"Doubleverify Holdings, Inc.",Digital Entertainment & Media,Entertainment - Advertising & Social Platforms,Secondary,2061.3349,0.0,0.2595,0.353,824.534
DVA,Davita Inc.,Healthcare & Biotech,"Healthcare - IT, Services & Data Infrastructure",Primary,11260.6996,-0.0011,-0.2503,-0.1109,11260.6996
DVN,Devon Energy Corp/De,Energy - Traditional,Energy Base - Oil & Gas Exploration & Production,Primary,53052.9976,0.0139,0.0708,0.0287,31831.7986
DVN,Devon Energy Corp/De,Commodities - Energy,Comm Energy - Crude Oil,Secondary,53052.9976,0.0139,0.0708,0.0287,21221.199
DXCM,Dexcom Inc,Healthcare & Biotech,"Healthcare - Digital Health, Telemedicine & Remote Care",Primary,34362.4704,0.0259,0.2729,0.263,20617.4822
DXCM,Dexcom Inc,Healthcare & Biotech,Healthcare - Medical Devices & HealthTech Hardware,Secondary,34362.4704,0.0259,0.2729,0.263,13744.9882
DY,"Dycom Industries, Inc.",Industrials & Construction,Industrials - Engineering & Construction,Primary,11440.4831,-0.12,-0.1137,-0.0736,6864.2899
DY,"Dycom Industries, Inc.",Telecommunications,Telecom - Infrastructure & Equipment,Secondary,11440.4831,-0.12,-0.1137,-0.0736,4576.1932
E,Eni Spa,Energy - Traditional,Energy Base - Integrated Energy Majors,Primary,79640.2975,-0.0145,0.0538,0.0153,79640.2975
EA,Electronic Arts Inc.,Software,Software - Gaming & Platforms,Primary,52925.6399,0.0038,,,31755.3839
EA,Electronic Arts Inc.,Digital Entertainment & Media,Entertainment - Game Publishers & Developers,Secondary,52925.6399,0.0038,,,21170.256
EBAY,Ebay Inc,E-commerce,E-commerce - Online Marketplaces & Recommerce,Primary,47650.5989,0.0608,-0.0211,-0.0723,47650.5989
ECHO,EchoStar Corp,Telecommunications,Telecom - Satellite & Space Communication,Primary,24784.6687,-0.0777,-0.0291,-0.313,24784.6687
ECL,Ecolab Inc.,Nanotechnology,NanoTech - Energy & Environment,Primary,80448.7086,0.0404,0.0678,0.136,48269.2252
ECL,Ecolab Inc.,Environmental Sustainability,Environmental - Clean Technologies & Pollution Control,Secondary,80448.7086,0.0404,0.0678,0.136,32179.4834
ED,"Consolidated Edison, Inc.",Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary,39834.2431,-0.0036,-0.0391,0.0005,39834.2431
EEFT,"Euronet Worldwide, Inc.",FinTech & Digital Finance,FinTech - Digital Payments & Merchant Infrastructure,Primary,2625.7324,-0.005,-0.1149,0.0604,2625.7324
EFX,Equifax Inc,Big Data & Analytics,"Big Data - Data Generation, Sourcing & Providers",Primary,22866.0859,0.1008,0.128,0.1865,22866.0859
EG,"Everest Group, Ltd.",Financials - Traditional,Fin Trad - Insurance & Reinsurance,Primary,14447.1603,0.0319,-0.0216,0.0747,14447.1603
EGHT,8X8 Inc /De/,Telecommunications,Telecom - Enterprise & Unified Communications,Primary,285.9823,-0.0294,0.1379,-0.1,285.9823
EGP,Eastgroup Properties Inc,Real Estate & REITs,"Real Estate - E-Commerce, Warehousing & Logistics",Primary,10881.5688,-0.0058,-0.0504,-0.0062,10881.5688
EHC,Encompass Health Corp,Healthcare & Biotech,Healthcare - Senior Care & Longevity,Primary,11929.1668,-0.0088,0.0711,0.1542,11929.1668
EIX,Edison International,Energy - Traditional,Energy Base - Utilities & Conventional Power Operators,Primary,28464.6912,0.0374,-0.0725,0.0515,28464.6912
EL,Estee Lauder Companies Inc,E-commerce,E-commerce - Direct-to-Consumer,Primary,37673.7035,0.2346,0.2969,0.1836,22604.2221
EL,Estee Lauder Companies Inc,Nanotechnology,NanoTech - Consumer & Industrial Products,Secondary,37673.7035,0.2346,0.2969,0.1836,15069.4814
ELAN,Elanco Animal Health Inc,Healthcare & Biotech,Healthcare - Animal Health & Veterinary,Primary,12196.5588,0.0343,-0.0197,0.1238,7317.9353
ELAN,Elanco Animal Health Inc,Commodities - Agriculture,Comm Agri - Livestock & Animal Protein,Secondary,12196.5588,0.0343,-0.0197,0.1238,4878.6235
ELF,"E.L.F. Beauty, Inc.",Consumer Goods & Retail,Consumer - Household & Personal Care,Primary,6251.8968,0.1312,0.3696,1.0028,6251.8968
